Season,DayNum,WTeamID,LTeamID,CRType,CityID
2015,11,3377,3179,Regular,4097
2015,11,3382,3145,Regular,4328
2015,11,3390,3130,Regular,4331
2015,11,3391,3126,Regular,4094
2015,11,3395,3223,Regular,4125
2015,11,3396,3247,Regular,4266
2015,11,3397,3335,Regular,4180
2015,11,3399,3198,Regular,4214
2015,11,3401,3177,Regular,4071
2015,11,3403,3240,Regular,4205
2015,11,3408,3290,Regular,4237
2015,11,3410,3307,Regular,4071
2015,11,3415,3365,Regular,4294
2015,11,3416,3194,Regular,4258
2015,11,3418,3249,Regular,4026
2015,11,3424,3394,Regular,4188
2015,11,3428,3363,Regular,4301
2015,11,3431,3308,Regular,4108
2015,11,3433,3447,Regular,4292
2015,11,3434,3139,Regular,4357
2015,11,3435,3125,Regular,4233
2015,11,3438,3326,Regular,4067
2015,11,3443,3146,Regular,4041
2015,11,3444,3269,Regular,4173
2015,11,3450,3173,Regular,4284
2015,11,3456,3259,Regular,4369
2015,11,3460,3122,Regular,4073
2015,12,3103,3297,Regular,4002
2015,12,3127,3175,Regular,4002
2015,12,3135,3436,Regular,4051
2015,12,3153,3115,Regular,4072
2015,12,3160,3315,Regular,4040
2015,12,3177,3410,Regular,4071
2015,12,3187,3348,Regular,4179
2015,12,3209,3316,Regular,4168
2015,12,3217,3159,Regular,4375
2015,12,3231,3205,Regular,4032
2015,12,3250,3284,Regular,4366
2015,12,3256,3372,Regular,4231
2015,12,3261,3358,Regular,4024
2015,12,3267,3193,Regular,4179
2015,12,3281,3442,Regular,4381
2015,12,3282,3183,Regular,4062
2015,12,3303,3108,Regular,4255
2015,12,3304,3337,Regular,4195
2015,12,3346,3119,Regular,4143
2015,12,3376,3425,Regular,4079
2015,12,3378,3437,Regular,4342
2015,12,3385,3463,Regular,4236
2015,12,3392,3389,Regular,4337
2015,12,3400,3427,Regular,4020
2015,12,3401,3307,Regular,4071
2015,12,3448,3255,Regular,4371
2015,12,3452,3184,Regular,4224
2015,12,3453,3266,Regular,4215
2015,12,3455,3166,Regular,4368
2015,12,3462,3459,Regular,4072
2015,12,3464,3310,Regular,4373
2015,13,3107,3336,Regular,4355
2015,13,3116,3366,Regular,4119
2015,13,3130,3388,Regular,4222
2015,13,3141,3269,Regular,4388
2015,13,3143,3334,Regular,4336
2015,13,3155,3407,Regular,4074
2015,13,3169,3170,Regular,4249
2015,13,3171,3312,Regular,4147
2015,13,3174,3265,Regular,4240
2015,13,3177,3307,Regular,4071
2015,13,3180,3165,Regular,4266
2015,13,3181,3104,Regular,4353
2015,13,3189,3298,Regular,4109
2015,13,3191,3122,Regular,4114
2015,13,3194,3126,Regular,4092
2015,13,3201,3142,Regular,4126
2015,13,3208,3395,Regular,4014
2015,13,3210,3288,Regular,4016
2015,13,3211,3173,Regular,4324
2015,13,3218,3176,Regular,4096
2015,13,3232,3139,Regular,4161
2015,13,3234,3352,Regular,4162
2015,13,3235,3367,Regular,4006
2015,13,3241,3382,Regular,4148
2015,13,3242,3377,Regular,4189
2015,13,3253,3361,Regular,4303
2015,13,3257,3404,Regular,4203
2015,13,3263,3254,Regular,4259
2015,13,3264,3221,Regular,4372
2015,13,3268,3447,Regular,4077
2015,13,3272,3359,Regular,4213
2015,13,3276,3137,Regular,4010
2015,13,3277,3185,Regular,4103
2015,13,3279,3290,Regular,4401
2015,13,3280,3117,Regular,4397
2015,13,3286,3168,Regular,4127
2015,13,3287,3206,Regular,4115
2015,13,3293,3105,Regular,4229
2015,13,3301,3164,Regular,4287
2015,13,3304,3108,Regular,4195
2015,13,3314,3417,Regular,4061
2015,13,3321,3214,Regular,4113
2015,13,3326,3384,Regular,4080
2015,13,3329,3411,Regular,4335
2015,13,3333,3429,Regular,4086
2015,13,3343,3182,Regular,4270
2015,13,3350,3207,Regular,4292
2015,13,3357,3233,Regular,4238
2015,13,3363,3162,Regular,4305
2015,13,3370,3340,Regular,4313
2015,13,3374,3431,Regular,4088
2015,13,3378,3151,Regular,4068
2015,13,3393,3200,Regular,4340
2015,13,3401,3410,Regular,4071
2015,13,3408,3270,Regular,4184
2015,13,3414,3213,Regular,4267
2015,13,3420,3259,Regular,4379
2015,13,3422,3158,Regular,4064
2015,13,3426,3223,Regular,4012
2015,13,3433,3342,Regular,4292
2015,13,3438,3347,Regular,4067
2015,13,3439,3271,Regular,4031
2015,13,3450,3226,Regular,4284
2015,13,3454,3295,Regular,4117
2015,13,3458,3229,Regular,4209
2015,13,3460,3252,Regular,4233
2015,14,3102,3303,Regular,4380
2015,14,3120,3212,Regular,4018
2015,14,3131,3217,Regular,4039
2015,14,3144,3300,Regular,4050
2015,14,3167,3112,Regular,4400
2015,14,3190,3219,Regular,4170
2015,14,3196,3255,Regular,4128
2015,14,3202,3457,Regular,4297
2015,14,3203,3110,Regular,4363
2015,14,3216,3148,Regular,4235
2015,14,3225,3364,Regular,4310
2015,14,3227,3296,Regular,4071
2015,14,3230,3222,Regular,4157
2015,14,3244,3398,Regular,4233
2015,14,3246,3124,Regular,4193
2015,14,3261,3238,Regular,4024
2015,14,3266,3260,Regular,4215
2015,14,3281,3369,Regular,4381
2015,14,3292,3274,Regular,4228
2015,14,3294,3317,Regular,4095
2015,14,3325,3459,Regular,4015
2015,14,3330,3456,Regular,4244
2015,14,3338,3310,Regular,4270
2015,14,3379,3375,Regular,4218
2015,14,3387,3188,Regular,4329
2015,14,3390,3163,Regular,4331
2015,14,3397,3331,Regular,4180
2015,14,3409,3249,Regular,4351
2015,14,3416,3324,Regular,4258
2015,14,3424,3258,Regular,4188
2015,14,3425,3172,Regular,4089
2015,14,3435,3453,Regular,4233
2015,14,3443,3160,Regular,4040
2015,14,3452,3371,Regular,4224
2015,14,3462,3115,Regular,4072
2015,15,3103,3320,Regular,4002
2015,15,3106,3197,Regular,4341
2015,15,3114,3283,Regular,4196
2015,15,3119,3392,Regular,4157
2015,15,3129,3308,Regular,4035
2015,15,3132,3233,Regular,4042
2015,15,3136,3436,Regular,4051
2015,15,3138,3384,Regular,4199
2015,15,3143,3305,Regular,4027
2015,15,3166,3355,Regular,4046
2015,15,3177,3133,Regular,4071
2015,15,3186,3455,Regular,4069
2015,15,3195,3198,Regular,4123
2015,15,3199,3126,Regular,4341
2015,15,3200,3291,Regular,4045
2015,15,3204,3239,Regular,4334
2015,15,3211,3226,Regular,4324
2015,15,3220,3193,Regular,4151
2015,15,3228,3352,Regular,4060
2015,15,3231,3434,Regular,4032
2015,15,3235,3179,Regular,4006
2015,15,3237,3183,Regular,4161
2015,15,3240,3104,Regular,4353
2015,15,3242,3411,Regular,4189
2015,15,3243,3282,Regular,4211
2015,15,3251,3433,Regular,4206
2015,15,3299,3421,Regular,4136
2015,15,3301,3150,Regular,4066
2015,15,3306,3224,Regular,4363
2015,15,3312,3192,Regular,4398
2015,15,3315,3454,Regular,4133
2015,15,3322,3256,Regular,4234
2015,15,3328,3249,Regular,4247
2015,15,3344,3135,Regular,4281
2015,15,3346,3214,Regular,4143
2015,15,3353,3318,Regular,4269
2015,15,3360,3168,Regular,4303
2015,15,3368,3380,Regular,4145
2015,15,3372,3341,Regular,4231
2015,15,3386,3396,Regular,4266
2015,15,3403,3402,Regular,4205
2015,15,3413,3170,Regular,4300
2015,15,3439,3313,Regular,4031
2015,15,3448,3399,Regular,4371
2015,15,3463,3221,Regular,4236
2015,15,3464,3245,Regular,4177
2015,16,3111,3190,Regular,4170
2015,16,3113,3167,Regular,4343
2015,16,3123,3191,Regular,4227
2015,16,3151,3139,Regular,4161
2015,16,3162,3248,Regular,4389
2015,16,3165,3159,Regular,4144
2015,16,3169,3140,Regular,4282
2015,16,3187,3158,Regular,4138
2015,16,3206,3175,Regular,4115
2015,16,3207,3259,Regular,4363
2015,16,3208,3326,Regular,4080
2015,16,3210,3244,Regular,4016
2015,16,3246,3287,Regular,4193
2015,16,3268,3378,Regular,4077
2015,16,3269,3263,Regular,4007
2015,16,3278,3156,Regular,4216
2015,16,3297,3229,Regular,4246
2015,16,3304,3450,Regular,4284
2015,16,3314,3329,Regular,4061
2015,16,3323,3277,Regular,4103
2015,16,3335,3247,Regular,4266
2015,16,3337,3414,Regular,4163
2015,16,3343,3180,Regular,4280
2015,16,3348,3262,Regular,4204
2015,16,3373,3148,Regular,4235
2015,16,3377,3340,Regular,4274
2015,16,3379,3290,Regular,4150
2015,16,3391,3416,Regular,4258
2015,16,3393,3182,Regular,4270
2015,16,3395,3374,Regular,4125
2015,16,3401,3349,Regular,4078
2015,16,3404,3153,Regular,4212
2015,16,3408,3261,Regular,4024
2015,16,3412,3252,Regular,4030
2015,16,3420,3164,Regular,4379
2015,16,3423,3144,Regular,4370
2015,16,3427,3101,Regular,4302
2015,16,3431,3319,Regular,4108
2015,16,3444,3295,Regular,4173
2015,16,3453,3345,Regular,4365
2015,17,3116,3292,Regular,4228
2015,17,3120,3195,Regular,4018
2015,17,3130,3131,Regular,4070
2015,17,3166,3428,Regular,4255
2015,17,3170,3308,Regular,4300
2015,17,3171,3221,Regular,4147
2015,17,3172,3205,Regular,4034
2015,17,3181,3330,Regular,4244
2015,17,3188,3179,Regular,4107
2015,17,3216,3344,Regular,4364
2015,17,3228,3272,Regular,4060
2015,17,3239,3126,Regular,4168
2015,17,3241,3110,Regular,4363
2015,17,3257,3125,Regular,4203
2015,17,3279,3380,Regular,4401
2015,17,3280,3452,Regular,4397
2015,17,3284,3254,Regular,4047
2015,17,3325,3178,Regular,4015
2015,17,3338,3276,Regular,4270
2015,17,3347,3313,Regular,4286
2015,17,3350,3255,Regular,4292
2015,17,3365,3364,Regular,4310
2015,17,3366,3106,Regular,4312
2015,17,3367,3422,Regular,4136
2015,17,3376,3155,Regular,4079
2015,17,3385,3196,Regular,4285
2015,17,3400,3390,Regular,4331
2015,17,3405,3382,Regular,4346
2015,17,3415,3363,Regular,4294
2015,17,3429,3430,Regular,4197
2015,17,3433,3271,Regular,4279
2015,17,3434,3296,Regular,4093
2015,17,3435,3458,Regular,4209
2015,17,3438,3462,Regular,4072
2015,17,3442,3152,Regular,4071
2015,17,3443,3107,Regular,4041
2015,17,3449,3377,Regular,4313
2015,17,3451,3102,Regular,4380
2015,17,3460,3293,Regular,4091
2015,18,3104,3242,Regular,4189
2015,18,3136,3145,Regular,4317
2015,18,3142,3258,Regular,4201
2015,18,3143,3218,Regular,4155
2015,18,3144,3291,Regular,4050
2015,18,3169,3339,Regular,4249
2015,18,3173,3404,Regular,4162
2015,18,3184,3146,Regular,4208
2015,18,3187,3174,Regular,4138
2015,18,3189,3150,Regular,4066
2015,18,3190,3384,Regular,4199
2015,18,3194,3156,Regular,4033
2015,18,3199,3183,Regular,4062
2015,18,3200,3220,Regular,4045
2015,18,3202,3361,Regular,4139
2015,18,3211,3286,Regular,4043
2015,18,3222,3394,Regular,4157
2015,18,3231,3287,Regular,4032
2015,18,3234,3337,Regular,4162
2015,18,3236,3191,Regular,4124
2015,18,3243,3214,Regular,4211
2015,18,3250,3312,Regular,4241
2015,18,3269,3317,Regular,4095
2015,18,3273,3238,Regular,4208
2015,18,3274,3316,Regular,4084
2015,18,3281,3424,Regular,4188
2015,18,3301,3219,Regular,4287
2015,18,3315,3383,Regular,4348
2015,18,3321,3245,Regular,4113
2015,18,3323,3151,Regular,4318
2015,18,3328,3133,Regular,4247
2015,18,3331,3409,Regular,4351
2015,18,3334,3285,Regular,4336
2015,18,3359,3105,Regular,4030
2015,18,3372,3419,Regular,4231
2015,18,3381,3129,Regular,4057
2015,18,3387,3369,Regular,4054
2015,18,3392,3162,Regular,4337
2015,18,3396,3207,Regular,4363
2015,18,3397,3457,Regular,4180
2015,18,3403,3112,Regular,4205
2015,18,3406,3351,Regular,4348
2015,18,3407,3368,Regular,4349
2015,18,3425,3253,Regular,4198
2015,18,3437,3168,Regular,4127
2015,18,3448,3266,Regular,4371
2015,18,3450,3370,Regular,4284
2015,18,3456,3299,Regular,4136
2015,18,3461,3176,Regular,4186
2015,19,3104,3207,Regular,4353
2015,19,3111,3423,Regular,4036
2015,19,3114,3349,Regular,4157
2015,19,3119,3264,Regular,4045
2015,19,3122,3213,Regular,4073
2015,19,3131,3436,Regular,4039
2015,19,3132,3454,Regular,4215
2015,19,3137,3192,Regular,4398
2015,19,3138,3310,Regular,4049
2015,19,3140,3305,Regular,4282
2015,19,3146,3238,Regular,4208
2015,19,3148,3262,Regular,4204
2015,19,3160,3117,Regular,4040
2015,19,3177,3355,Regular,4071
2015,19,3180,3159,Regular,4266
2015,19,3193,3139,Regular,4044
2015,19,3205,3300,Regular,4034
2015,19,3223,3402,Regular,4309
2015,19,3227,3275,Regular,4261
2015,19,3234,3173,Regular,4162
2015,19,3240,3309,Regular,4167
2015,19,3242,3396,Regular,4189
2015,19,3244,3204,Regular,4334
2015,19,3246,3141,Regular,4388
2015,19,3247,3224,Regular,4266
2015,19,3251,3386,Regular,4206
2015,19,3260,3297,Regular,4153
2015,19,3267,3271,Regular,4158
2015,19,3268,3203,Regular,4363
2015,19,3273,3184,Regular,4208
2015,19,3306,3135,Regular,4281
2015,19,3315,3406,Regular,4348
2015,19,3318,3265,Regular,4039
2015,19,3329,3283,Regular,4335
2015,19,3335,3298,Regular,4011
2015,19,3337,3404,Regular,4162
2015,19,3342,3441,Regular,4087
2015,19,3353,3261,Regular,4024
2015,19,3360,3225,Regular,4225
2015,19,3363,3414,Regular,4163
2015,19,3371,3336,Regular,4355
2015,19,3374,3186,Regular,4088
2015,19,3378,3421,Regular,4342
2015,19,3382,3178,Regular,4098
2015,19,3383,3351,Regular,4348
2015,19,3388,3413,Regular,4090
2015,19,3391,3232,Regular,4344
2015,19,3393,3239,Regular,4168
2015,19,3395,3411,Regular,4125
2015,19,3398,3252,Regular,4233
2015,19,3410,3185,Regular,4106
2015,19,3412,3108,Regular,4030
2015,19,3415,3362,Regular,4294
2015,19,3418,3256,Regular,4181
2015,19,3430,3451,Regular,4257
2015,19,3434,3399,Regular,4357
2015,19,3453,3182,Regular,4135
2015,19,3455,3426,Regular,4368
2015,19,3459,3149,Regular,4323
2015,19,3460,3356,Regular,4091
2015,19,3462,3127,Regular,4377
2015,19,3464,3347,Regular,4286
2015,20,3104,3396,Regular,4266
2015,20,3116,3322,Regular,4119
2015,20,3130,3136,Regular,4070
2015,20,3142,3339,Regular,4308
2015,20,3143,3281,Regular,4027
2015,20,3155,3202,Regular,4074
2015,20,3156,3198,Regular,4214
2015,20,3161,3229,Regular,4121
2015,20,3163,3166,Regular,4149
2015,20,3172,3291,Regular,4089
2015,20,3179,3458,Regular,4097
2015,20,3181,3266,Regular,4101
2015,20,3183,3317,Regular,4095
2015,20,3187,3126,Regular,4138
2015,20,3188,3102,Regular,4107
2015,20,3194,3442,Regular,4033
2015,20,3199,3269,Regular,4341
2015,20,3206,3158,Regular,4115
2015,20,3208,3210,Regular,4016
2015,20,3217,3346,Regular,4143
2015,20,3218,3424,Regular,4155
2015,20,3219,3456,Regular,4152
2015,20,3220,3313,Regular,4244
2015,20,3228,3380,Regular,4060
2015,20,3231,3230,Regular,4032
2015,20,3235,3153,Regular,4006
2015,20,3241,3338,Regular,4148
2015,20,3242,3207,Regular,4189
2015,20,3248,3216,Regular,4105
2015,20,3257,3123,Regular,4203
2015,20,3270,3379,Regular,4184
2015,20,3276,3444,Regular,4010
2015,20,3277,3237,Regular,4103
2015,20,3278,3272,Regular,4213
2015,20,3280,3443,Regular,4397
2015,20,3286,3370,Regular,4043
2015,20,3292,3279,Regular,4401
2015,20,3304,3428,Regular,4195
2015,20,3314,3332,Regular,4112
2015,20,3319,3364,Regular,4120
2015,20,3323,3221,Regular,4318
2015,20,3324,3152,Regular,4295
2015,20,3326,3433,Regular,4080
2015,20,3334,3233,Regular,4336
2015,20,3343,3110,Regular,4363
2015,20,3345,3405,Regular,4365
2015,20,3352,3420,Regular,4379
2015,20,3357,3263,Regular,4259
2015,20,3367,3236,Regular,4323
2015,20,3375,3106,Regular,4218
2015,20,3376,3361,Regular,4079
2015,20,3400,3417,Regular,4201
2015,20,3403,3288,Regular,4205
2015,20,3425,3201,Regular,4201
2015,20,3427,3249,Regular,4026
2015,20,3438,3120,Regular,4067
2015,20,3439,3344,Regular,4281
2015,20,3448,3164,Regular,4371
2015,20,3449,3463,Regular,4313
2015,21,3101,3186,Regular,4001
2015,21,3151,3122,Regular,4068
2015,21,3162,3348,Regular,4389
2015,21,3165,3193,Regular,4044
2015,21,3168,3451,Regular,4253
2015,21,3203,3212,Regular,4363
2015,21,3232,3190,Regular,4344
2015,21,3268,3259,Regular,4077
2015,21,3323,3217,Regular,4318
2015,21,3331,3283,Regular,4351
2015,21,3346,3221,Regular,4143
2015,21,3349,3394,Regular,4157
2015,21,3355,3358,Regular,4046
2015,21,3359,3316,Regular,4030
2015,21,3377,3414,Regular,4359
2015,21,3385,3265,Regular,4275
2015,21,3388,3170,Regular,4300
2015,21,3390,3307,Regular,4004
2015,21,3392,3133,Regular,4337
2015,21,3397,3398,Regular,4180
2015,21,3401,3341,Regular,4078
2015,21,3407,3197,Regular,4341
2015,21,3408,3301,Regular,4237
2015,21,3422,3255,Regular,4118
2015,21,3435,3387,Regular,4233
2015,21,3441,3144,Regular,4087
2015,22,3103,3434,Regular,4002
2015,22,3111,3205,Regular,4036
2015,22,3112,3364,Regular,4400
2015,22,3113,3274,Regular,4084
2015,22,3119,3102,Regular,4367
2015,22,3136,3135,Regular,4281
2015,22,3148,3436,Regular,4235
2015,22,3157,3236,Regular,4082
2015,22,3160,3176,Regular,4096
2015,22,3172,3219,Regular,4089
2015,22,3180,3386,Regular,4266
2015,22,3181,3138,Regular,4101
2015,22,3182,3224,Regular,4363
2015,22,3189,3251,Regular,4109
2015,22,3196,3149,Regular,4128
2015,22,3200,3174,Regular,4240
2015,22,3208,3204,Regular,4014
2015,22,3210,3212,Regular,4016
2015,22,3217,3221,Regular,4372
2015,22,3225,3461,Regular,4186
2015,22,3234,3320,Regular,4162
2015,22,3237,3188,Regular,4161
2015,22,3240,3459,Regular,4167
2015,22,3243,3431,Regular,4211
2015,22,3245,3125,Regular,4177
2015,22,3247,3264,Regular,4266
2015,22,3248,3351,Regular,4190
2015,22,3250,3389,Regular,4169
2015,22,3253,3129,Regular,4009
2015,22,3257,3443,Regular,4203
2015,22,3273,3399,Regular,4208
2015,22,3278,3380,Regular,4216
2015,22,3279,3369,Regular,4401
2015,22,3280,3419,Regular,4397
2015,22,3284,3192,Regular,4366
2015,22,3293,3252,Regular,4229
2015,22,3298,3206,Regular,4011
2015,22,3312,3383,Regular,4241
2015,22,3323,3346,Regular,4318
2015,22,3325,3297,Regular,4153
2015,22,3329,3288,Regular,4335
2015,22,3330,3439,Regular,4031
2015,22,3332,3340,Regular,4112
2015,22,3335,3306,Regular,4266
2015,22,3337,3142,Regular,4308
2015,22,3352,3164,Regular,4221
2015,22,3353,3447,Regular,4333
2015,22,3354,3367,Regular,4256
2015,22,3360,3286,Regular,4303
2015,22,3362,3305,Regular,4304
2015,22,3365,3261,Regular,4024
2015,22,3382,3336,Regular,4355
2015,22,3402,3249,Regular,4309
2015,22,3406,3420,Regular,4379
2015,22,3409,3411,Regular,4157
2015,22,3412,3260,Regular,4071
2015,22,3416,3239,Regular,4258
2015,22,3442,3282,Regular,4207
2015,22,3450,3214,Regular,4146
2015,22,3457,3300,Regular,4101
2015,22,3464,3137,Regular,4373
2015,23,3104,3105,Regular,4353
2015,23,3107,3145,Regular,4049
2015,23,3114,3331,Regular,4196
2015,23,3129,3463,Regular,4009
2015,23,3140,3139,Regular,4385
2015,23,3151,3397,Regular,4068
2015,23,3162,3133,Regular,4389
2015,23,3165,3267,Regular,4164
2015,23,3173,3344,Regular,4091
2015,23,3183,3296,Regular,4062
2015,23,3208,3159,Regular,4014
2015,23,3231,3190,Regular,4032
2015,23,3232,3375,Regular,4218
2015,23,3238,3152,Regular,4071
2015,23,3242,3233,Regular,4189
2015,23,3266,3454,Regular,4215
2015,23,3277,3324,Regular,4103
2015,23,3291,3175,Regular,4110
2015,23,3310,3127,Regular,4377
2015,23,3315,3303,Regular,4395
2015,23,3321,3227,Regular,4113
2015,23,3338,3347,Regular,4270
2015,23,3356,3272,Regular,4055
2015,23,3359,3404,Regular,4030
2015,23,3371,3244,Regular,4320
2015,23,3400,3410,Regular,4020
2015,23,3401,3270,Regular,4078
2015,23,3413,3430,Regular,4090
2015,23,3426,3319,Regular,4012
2015,23,3452,3191,Regular,4224
2015,23,3456,3433,Regular,4369
2015,23,3462,3342,Regular,4072
2015,24,3141,3350,Regular,4329
2015,24,3195,3455,Regular,4330
2015,24,3202,3216,Regular,4053
2015,24,3228,3246,Regular,4330
2015,24,3285,3150,Regular,4053
2015,24,3326,3155,Regular,4330
2015,24,3333,3139,Regular,4385
2015,24,3343,3448,Regular,4053
2015,24,3361,3226,Regular,4383
2015,24,3376,3458,Regular,4382
2015,24,3378,3328,Regular,4330
2015,24,3393,3187,Regular,4382
2015,24,3449,3199,Regular,4053
2015,25,3101,3206,Regular,4174
2015,25,3103,3125,Regular,4096
2015,25,3110,3211,Regular,4363
2015,25,3112,3198,Regular,4214
2015,25,3113,3437,Regular,4111
2015,25,3116,3234,Regular,4119
2015,25,3119,3364,Regular,4310
2015,25,3124,3429,Regular,4362
2015,25,3130,3135,Regular,4273
2015,25,3132,3414,Regular,4201
2015,25,3141,3332,Regular,4112
2015,25,3143,3363,Regular,4027
2015,25,3160,3283,Regular,4040
2015,25,3161,3395,Regular,4040
2015,25,3163,3158,Regular,4111
2015,25,3166,3153,Regular,4027
2015,25,3169,3286,Regular,4249
2015,25,3171,3142,Regular,4308
2015,25,3179,3427,Regular,4302
2015,25,3181,3392,Regular,4101
2015,25,3184,3441,Regular,4087
2015,25,3185,3168,Regular,4127
2015,25,3187,3458,Regular,4382
2015,25,3195,3155,Regular,4330
2015,25,3196,3207,Regular,4363
2015,25,3199,3202,Regular,4053
2015,25,3200,3230,Regular,4045
2015,25,3201,3360,Regular,4303
2015,25,3203,3301,Regular,4382
2015,25,3209,3359,Regular,4016
2015,25,3218,3341,Regular,4155
2015,25,3220,3320,Regular,4151
2015,25,3226,3222,Regular,4272
2015,25,3235,3461,Regular,4006
2015,25,3246,3328,Regular,4330
2015,25,3247,3254,Regular,4047
2015,25,3251,3336,Regular,4016
2015,25,3257,3248,Regular,4203
2015,25,3258,3412,Regular,4201
2015,25,3268,3241,Regular,4077
2015,25,3273,3387,Regular,4329
2015,25,3274,3229,Regular,4084
2015,25,3276,3450,Regular,4010
2015,25,3279,3428,Regular,4290
2015,25,3282,3290,Regular,4174
2015,25,3284,3447,Regular,4333
2015,25,3294,3303,Regular,4395
2015,25,3295,3318,Regular,4033
2015,25,3297,3213,Regular,4267
2015,25,3298,3422,Regular,4011
2015,25,3299,3331,Regular,4150
2015,25,3300,3421,Regular,4101
2015,25,3304,3417,Regular,4201
2015,25,3305,3339,Regular,4290
2015,25,3307,3131,Regular,4004
2015,25,3312,3194,Regular,4033
2015,25,3314,3390,Regular,4331
2015,25,3316,3423,Regular,4370
2015,25,3324,3275,Regular,4295
2015,25,3343,3285,Regular,4053
2015,25,3345,3403,Regular,4382
2015,25,3348,3406,Regular,4348
2015,25,3349,3108,Regular,4157
2015,25,3353,3159,Regular,4269
2015,25,3356,3369,Regular,4055
2015,25,3373,3176,Regular,4096
2015,25,3374,3197,Regular,4088
2015,25,3376,3393,Regular,4382
2015,25,3378,3228,Regular,4330
2015,25,3379,3122,Regular,4150
2015,25,3385,3127,Regular,4285
2015,25,3388,3224,Regular,4222
2015,25,3391,3265,Regular,4275
2015,25,3394,3245,Regular,4177
2015,25,3405,3438,Regular,4214
2015,25,3409,3138,Regular,4084
2015,25,3411,3237,Regular,4249
2015,25,3415,3372,Regular,4004
2015,25,3425,3358,Regular,4088
2015,25,3435,3278,Regular,4111
2015,25,3443,3408,Regular,4151
2015,25,3448,3150,Regular,4053
2015,25,3449,3216,Regular,4053
2015,25,3451,3308,Regular,4187
2015,25,3453,3210,Regular,4111
2015,25,3455,3326,Regular,4330
2015,26,3101,3282,Regular,4174
2015,26,3103,3373,Regular,4096
2015,26,3110,3332,Regular,4329
2015,26,3114,3272,Regular,4213
2015,26,3116,3350,Regular,4119
2015,26,3123,3293,Regular,4227
2015,26,3124,3391,Regular,4362
2015,26,3125,3176,Regular,4096
2015,26,3131,3372,Regular,4004
2015,26,3137,3165,Regular,4191
2015,26,3138,3229,Regular,4084
